date;conteiner;kg;value_usd;country;english;macro_region;region;goods_type;name_en;all_country_borders_points
15.01.2018;0.0;192000;102144;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
15.01.2018;0.0;192000;105216;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
15.01.2018;0.0;20000;4520;Намибия;Namibia;Африка;Южная часть Африки;азотные;Namibia;[-22.1781660674,17.0973066969]
15.01.2018;0.0;3056680;748886,6;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
15.01.2018;0.0;1647080;392005,04;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
15.01.2018;0.0;5788,8;6693,77;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
15.01.2018;0.0;503350;109478,63;Польша;Poland;Европа;Восточная Европа;азотные;Poland;[52.208580543,19.3189525919]
16.01.2018;0.0;64000;34048;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
16.01.2018;0.0;64000;35072;Бельгия;Belgium;Европа;Западная Европа;сложные и комплексные;Belgium;[50.6723444731,4.58010636415]
16.01.2018;0.0;2011500;442530;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;347400;76428;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;1400000;282074,06;Литва;Lithuania;Европа;Северная Европа;сложные и комплексные;Lithuania;[55.347247978,23.8004638579]
16.01.2018;0.0;840000;247800;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
16.01.2018;0.0;1255400;282465;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;960000;225600;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;876200;214669;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;1434000;344160;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;1330000;319200;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;640000;150400;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;64000;15040;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;554000;124650;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;680000;146200;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
16.01.2018;0.0;2080200;468045;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;1500000;339000;Танзания, Объединенная Республика;Tanzania, United Republic Of;Африка;Восточная Африка;азотные;Tanzania, United Republic Of;[-6.29831596827,35.0328316795]
16.01.2018;0.0;900000;212838,29;Латвия;Latvia;Европа;Северная Европа;азотные;Latvia;[56.9091738905,24.5669304062]
16.01.2018;0.0;763400;173572,73;Литва;Lithuania;Европа;Северная Европа;азотные;Lithuania;[55.347247978,23.8004638579]
16.01.2018;0.0;832740;171544,44;Эквадор;Ecuador;Америка;Южная Америка;азотные;Ecuador;[-1.43709119709,-78.6658493612]
16.01.2018;0.0;3866320;947248,4;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
16.01.2018;0.0;2554900;439442,8;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
16.01.2018;0.0;2047380;520034,52;Китай;China;Азия;Восточная Азия;сложные и комплексные;China;[32.3090710392,104.1375955]
16.01.2018;0.0;1158950;227154,2;Бразилия;Brazil;Америка;Южная Америка;азотные;Brazil;[-10.8279176405,-52.8483115037]
16.01.2018;0.0;27207700;5550328,49;Финляндия;Finland;Европа;Северная Европа;азотные;Finland;[64.1287711419,25.7296255933]
16.01.2018;1.0;239283;77316,86;Корея, Республика;Korea, Republic of;Азия;Восточная Азия;калийные;Korea, Republic of;[35.8866641711,127.373824326]
16.01.2018;0.0;58500;20681,51;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
16.01.2018;0.0;4762700;928726,5;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
16.01.2018;0.0;67000;54525,26;Таджикистан;Tajikistan;Азия;Южная часть Центральной Азии;азотные;Tajikistan;[38.4353032176,69.2884472]
16.01.2018;0.0;198900;33272,91;Украина;Ukraine;Европа;Восточная Европа;калийные;Ukraine;[49.0653791023,31.3445241453]
16.01.2018;0.0;28010357;6890547,82;Мексика;Mexico;Америка;Центральная Америка;азотные;Mexico;[23.9829237511,-102.871893737]
16.01.2018;0.0;1004000;383528;Венгрия;Hungary;Европа;Восточная Европа;сложные и комплексные;Hungary;[47.1652797826,19.4121477714]
16.01.2018;0.0;132600;32089,2;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
16.01.2018;0.0;560000;154000;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
16.01.2018;0.0;196000;61544;Объединенные Арабские Эмираты;United Arab Emirates;Азия;Западная Азия;сложные и комплексные;United Arab Emirates;[23.6632006508,54.0092586]
16.01.2018;0.0;2500000;498750;Танзания, Объединенная Республика;Tanzania, United Republic Of;Африка;Восточная Африка;азотные;Tanzania, United Republic Of;[-6.29831596827,35.0328316795]
16.01.2018;0.0;264000;63769,49;Перу;Peru;Америка;Южная Америка;азотные;Peru;[-10.2727258252,-76.154316298]
16.01.2018;0.0;1398200;315098,35;Германия;Germany;Европа;Западная Европа;азотные;Germany;[51.3179225585,10.3679158835]
16.01.2018;0.0;130000;35065,66;Монголия;Mongolia;Азия;Восточная Азия;азотные;Mongolia;[46.8355124942,103.069689273]
16.01.2018;0.0;5849700;1521473,39;Ирландия;Ireland;Европа;Северная Европа;сложные и комплексные;Ireland;[53.1813224517,-8.34974637495]
16.01.2018;0.0;20912;7329,6;Польша;Poland;Европа;Восточная Европа;калийные;Poland;[52.208580543,19.3189525919]
17.01.2018;1.0;64000;41088;Испания;Spain;Европа;Южная Европа;сложные и комплексные;Spain;[40.3825385092,-3.52808401833]
17.01.2018;1.0;136000;87312;Италия;Italy;Европа;Южная Европа;сложные и комплексные;Italy;[42.3180442119,12.8439211574]
17.01.2018;0.0;64000;34048;Латвия;Latvia;Европа;Северная Европа;сложные и комплексные;Latvia;[56.9091738905,24.5669304062]
17.01.2018;0.0;1609000;564759;Бразилия;Brazil;Америка;Южная Америка;сложные и комплексные;Brazil;[-10.8279176405,-52.8483115037]
17.01.2018;0.0;2000;4103,72;Азербайджан;Azerbaijan;Азия;Западная Азия;сложные и комплексные;Azerbaijan;[40.314323219,48.0428025986]
17.01.2018;0.0;277200;66112,2;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;2042500;502833,5;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
17.01.2018;0.0;882950;66221,25;Польша;Poland;Европа;Восточная Европа;азотные;Poland;[52.208580543,19.3189525919]
17.01.2018;0.0;1322200;297495;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;674000;165130;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;1370000;335650;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;3196200;719145;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;1591200;381888;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;3410000;818400;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;559100;125797,5;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;476000;102340;Молдова, Республика;Moldova;Европа;Восточная Европа;азотные;Moldova;[47.2023352434,28.4649474852]
17.01.2018;0.0;481300;113105,5;Украина;Ukraine;Европа;Восточная Европа;сложные и комплексные;Ukraine;[49.0653791023,31.3445241453]
17.01.2018;0.0;6500000;1296750;Перу;Peru;Америка;Южная Америка;азотные;Peru;[-10.2727258252,-76.154316298]
17.01.2018;0.0;978600;222366,88;Латвия;Latvia;Европа;Северная Европа;азотные;Latvia;[56.9091738905,24.5669304062]
